ulasan,label
Aplikasi nya bikin tugas makin banyak,Kurang
"Aku kasih segini, karena makan pulsanya tu terlalu banget...",Kurang
Haduh... Kecewa kecewa lama banget sih ga tau apa lg buru buru,Kurang
"Bagus sih , tapi lebih bagus gausah download 🗿",Kurang
Putus-putus mulu padahal sinyal bagus jadinya saya terganggu,Kurang
Ga bisa digunakan ini gmeetnya kenapa ya? Mohon cepat diperbaiki,Kurang
Mohon di tingkatkan fiturnya,Kurang
Aplikasi kntl kaga bisa dibuka Buat kuliah lagi ini,Kurang
Bug nya luar biasa.,Kurang
"Kecewa banget... Sampek download di ulang"" gk kena buka mental terus..",Kurang
"Saya pakai failed truss, padahal ada MPLS bner² kecewa, TOLONG DIPERBAIKI?!",Kurang
"meetnya kok gak kepake malah gabung sm gmail, gak kayak dulu",Kurang
Tidak bisa di klik berkali Kali Hari Ini saya Ada rapat online tolong Di perbaiki,Kurang
"Gua lagi meet keluar sendiri gara"" lu ya gua jadi di omelin guru malah guru gua galak lagi apus aja apk nya udh mulai error",Kurang
"Gabisa dipake, jatohnya keluar"" terus 😩",Kurang
Gabisa kalau kita ke chat room malah kameranya mati deh,Kurang
ga tau knp ga bisa dipake slalu keluar sndiri,Kurang
Tidak bisa menggunakan cameranya,Kurang
"Mohon maap kenapa meet saya harus ada izin dulu? Mengapa setelah di perbaharui semakin tidak jelas? Tolong lah, semua siswa berhak belajar walaupun terlambat, guru juga bisa toleran kok... Tolong perbaiki lagi, belajar itu wajib jangan di buat seolah siswa tidak diperbolehkan masuk ke gmeet. Terima kasih 🙏",Kurang
Semejak Update terbaru ngak bisa akses,Kurang
"Aplikasi Dajjal,kenapa lu ciptain aplikasi kek gini.bikin memori penuh aja,kalo udah ada zoom gausah lah kau sok Sok an nandingi",Kurang
"Ini susah banget pakainya 😕 kok tiba "" Keluar sendiri, gak ngerti lagi nih",Kurang
Layarnya tiba tiba item asu,Kurang
"Sering keluar,minta update trs",Kurang
"Kok susah di download,kalo download baru 69 terus berhebti",Kurang
Ketika join kelas selalu failed. Mau hapus room yang sudah dibuat tidak bisa. Kurang bintang dulu.,Kurang
Halo namaku eka susanti aku ga suka aplikasinya tolong kalian jangan donload krna kalian bakal nyesel...mending kalian download bts aja kan seru💙💚❤💓💕,Kurang
Knapa saya tidak bisa instal di samsung j7 ?,Kurang
Mohon tambahin fitur kek green screen di belakang,Kurang
Lama untuk di downlod padahal wifi full,Kurang
"Tiba tiba disuruh kasih bintang, jadi nya kita lagi ngikutin acara jadi keluar sendiri, gimana ini?",Kurang
Aplikasi google meet inikah sangat membantu sekali dalam berlajar daring\online,Kurang
error trus tlong diperbaiki,Kurang
"Bagaimana sih anak saya mao belajar nyoba download gk bisa bisa,jaringgan gk lemot,memor gk penuh, apa dari hp apa dari goggle met ini😲😭",Kurang
Aplikasi ini bagus sih cuman daya aja yang jahad,Kurang
"Tloooong perbaiki doooong ini ap saya utk bljaaaar bukan utk apa"" jd tolong cepat diperbaikinyaaaaaaaaaaa!!!!!!!!!!!",Kurang
Habis update tampilan jelek. Chat juga susah,Kurang
Sering jeluar keluar sendiri pas join aneh,Kurang
"Ga bisa di gunain, jangan update ga jelas lah",Kurang
Kenapa saya saat ingin join selalu time out terus mohon bantuannya,Kurang
Kenapa teman saya udah masuk tapi saya gak bisa masuk kenapa jadi saya ketinggalan pelajaran dah,Kurang
Download ini terpaksa semenjak smp harus pake google meet pdhl mnurut aku bagusan pake zoom,Kurang
Mengapa apk ini pas saya membuka nya apk ini keluar keluar tolong di perbaiki🙏🙏,Kurang
Saya download meet kok gk bisa dibuka? Ini kenapa yaa? Padahal saya butuh app ini untuk kuliah,Kurang
Bingung cara makenya munculnya kok bahasa korea,Kurang
Gajelas banget pengen sekolah jadi gabisa google nya keluar keluar mulu,Kurang
"Suka keluar keluar sendiri,itupun berkali kali,dan itu bkn cm saya doang tp temen² saya juga banyak yg ky gt",Kurang
Lihat persentasi skrg udh ga BS lewat hp! Nyesel gua update nih aplikasi,Kurang
Guys kalau pengen gak mental dari Google meet caranya kalian hapus aplikasinya dan kalian klik https nya nanti bisa masuk melalui email ........................................................................................................ ................................................... ☞GAK PERCAYA COBA AJA☜ ... . . . . . . . . . . . . . . .. . .. .. . . . . . . . . . . . . . . . . . . ➫ ➬,Kurang
Tak nyaman setelah update,Kurang
Hey kok ngak bisa aku terlamabat terus zoom ni gara gara ngak bisa,Kurang
"Lama di download, bagus yang lama",Kurang
"Mau download km susahnya minta ampun,pdhal ruangan hp lebih dari cukup",Kurang
"Untung dosennya pengertian Minggu ini gak papa gak join di meet tapi Minggu besok harus join, tapi gimana mau join tiap di klik link nya ada tulisan failed to join meeting.. gimana lah ini",Kurang
Aplikasi gak jelas banget orang dah masuk meet malah keluar lagi,Kurang
Assalamualaikum Maulida tidak suka dengan aplikasi google meeting karena menggunakan kuata sayanya lagi kurang😷😤,Kurang
Ini kenapa sih apk ko nggk bisa join yaa ? Jadi nggk bisa ikut meet 🥺 keluar² an mulu,Kurang
Ini aplikasi bagus biat discord Gua kasih bintang satu Karena takutnya gugel minta lagi Nanti klo minta ku kasih lagi Kurang Okee Thanks cone tall mey mac:v :),Kurang
Kenapa tambah jelek gak bisa mengubah cameranya,Kurang
cam nya gelap bat padahall udah ditempat yg terang beda di apk lain trus izinin dong make background,Kurang
Tidak bisa dibuka aplikasinya,Kurang
Jelek bangetttttttttt nyesel bangettttttttt pas dibuka malah keluar memang aplikasi GK ada otak ini,Kurang
KEMBALI KAN KE VERSI LAMA AJA . susah versi yang baru ribet,Kurang
VERSI SAAT INI SAMA SEKALI TIDAK BEDA DENGAN KITA MELAKUKAN MEETING MELALUI GMAIL. LALU APA GUNANYA KITA MENDOWNLOAD APLIKASI INI SEDANGKAN KITA BISA MEETING DENGAN INTERFACE YANG SAMA DENGAN MENGGUNAKAN GMAIL ?? TOLONG BERI INOVASI TERBAIK PADA PRODUK ANDA.,Kurang
Saya tidak suka memakai apk ini karna setiap saya rapat saya tidak bisa,Kurang
Aplikasi rusak mending versi yg lama lebih berguna,Kurang
"Sering keluar"" dan juga suaranya kadang putus""",Kurang
"Pliss woy pnyaa gue kok ga bsa d download padahal dah guee hpuss semuaaa gmee gyeee tpii kok tetep gaa bsa anjgg,😤",Kurang
"Sudah install saya tidak create new meeting, tidak muncul itemnya di aplikasi saya",Kurang
suka keluar-keluar sendiri dari meet,Kurang
Tampilan Jelek Tidak Efektif,Kurang
"Apaan nih, udh di download malah ga bisa dibuka",Kurang
Makin diupdate yg terlihat oncamera hanya 4 saja,Kurang
"Sekarang kalo share screen video patah"" gak kayak dulu",Kurang
kok di pc sering keluar sendiri yah?,Kurang
Layar tidak nampak,Kurang
APLIKASI INI SANGAT JELEK SEKALI 🙏🙏 KELUAR SENDIRI TIDAK ADA SUARA,Kurang
Aku ga suka apk ini karna bikin beban tugas aku nambah;(,Kurang
"Sekarang susah bgt buat masuk, dan gilanya ngupdate trs tp malah makin gak bener",Kurang
Selalu minta rate ga jelas lalu keluar sendiri,Kurang
Kok saya pas make apk ini tau tau dikeluarkan sendiri sih. Kenapa ini?,Kurang
Setiap masuk selalu keluar sendiri.,Kurang
Tolong jangan keluar dong belum ngasih bintang tambah nyuruh gak tau bikin paketan habis aku kasih bintang satu bagussi tapi kok keluar urusan bintang kalok ada wifi aja bikir ngrusakki ae males kalok keluar terus😤😤😡😡😡,Kurang
Minta update terus padahal dah update memperlambat meeting kantor!,Kurang
"Balikin tampilannya kayak dulu, yang sekarang jelek parah",Kurang
layarnya jadi kecil,Kurang
Microphone sering nonaktif sendiri,Kurang
"gara2 bnyk bug, doi saya ga bisa join menggunakan akun student ilang 2 pertemuan nya ajg 🙏",Kurang
Kualitas audio buruk,Kurang
Percuma update kalau audio profil masih jelek,Kurang
"Tolong latar nya bisa pakai foto sendiri""",Kurang
Woi koncol aplikasinya gak bisa di buka jd gk bisa kuliah gue ni dsr koncol,Kurang
Aplikasi ini cepat dan mudah,Kurang
"Banyak bug ajg ,tugas tugas taekk",Kurang
"Iya sih ngembantu,tapi kok keluar keluar mulu siiiiihh kan jadi mengganggu orang lagi Meet Sebel bangeeeet orang lagi absen 😠😠😠",Kurang
"Kenapa saya klik link malah masuknya ke play store, payah",Kurang
Ga bagus setiap hari pake ini belajar bosan njim,Kurang
Kenapa meet ane jadi mute gak bisa ngomong kaya gagu,Kurang
Kenapa waktu saya meet mic nya kok rusak????????????,Kurang
Ini gimana sih saya baru download udah gak bisa masuk,Kurang
Ngebug.... Gak bisa masuk di hape saya..... Kecewaa,Kurang
Knp di android tdk ada situs backgroundnya!!?,Kurang
Masa' email saya gak bisa masukk disaat waktu yang dibutuhkan pulakk ituu Herann seheran herannya,Kurang
Tampilan setelah update menyusahkan pengguna,Kurang
Aplikasinya suka macet³ tolong di Perbaiki,Kurang
"Ini selalu ngelek kenapa ya padahal jaringan bagus, saya kasih rating Kurang dlu",Kurang
Banyak bug nya tolong,Kurang
aku ga suka sama apl ini soalnya apl ini bener2 nyebeliiiiiiiiiiin karna saat aku mau masuk selalu gagal gagal mulu😭😭😭😭😤😤😤😤😤😤😤,Kurang
Maaf yah aku ketika make apk ini pas di kamera suka kembali terus😡,Kurang
Aku sudah masuk tiba keluar sendiri dan mau masuk lagi tak terima lagi,Kurang
Nggak bisa masuk meet keluar keluar terus,Kurang
Tolong di perbaiki lagi y soalnya Baik kali saya Google Meet gk ikut tolong ya di perbaiki Makasih,Kurang
Suara robot robot saat melihat gambar .. saat keluar suara malah jelas .. ga lancar kuliah online,Kurang
Kalian jangan sampai instal aplikasi ini karena suka keluar sendiri,Kurang
Cara meganti bahasa arab ke indo atau inggris gimana yah?maaf saya soalnya pakai bahasa arab nih.sekali lagi maaf ya saya kasih bintang satu dulu,Kurang
Malah makin jelek versi sekarang kenapa haruss diubah padahal yang versi dulu udah bagus,Kurang
Gomeet nya tidak bisa dibuka tolong segera perbaiki yaa...,Kurang
kadang pas buka kamera keluar sendiri,Kurang
"fitur nya makin ga jelas min, sorry nih bintang Kurang, kalo ada bintang -Kurang mungkin gua kasih sekalian",Kurang
Bahasa Yang Terinstall Langsung Bahasa Arab .. Gak Bisa Di Rubah Bingung Jadinya,Kurang
Et dahh di update malah gk bs ngeliat screen share orang gmn si,Kurang
Yoi meeet knp saya sering keluar mulu knp lah plis lah aku gak bisa ngpain ngapain woyyyyyy perbaiki lah,Kurang
"Lol lagi perkenalan malah keluar keluar trs, ga bnr bgt elah",Kurang
"Aplikasi ini sangat berbahaya bagi Mahasiswa serta pelajar pada umumnya, karena dapat menyebabkan depresi dan penyakit berbahaya lainnya, semoga segera dihapus",Kurang
Payah punyaku ga ada tanda plusnya untuk buat room,Kurang
Dlu bisa di buka di browser kok sekarang harus punya apk nya si,Kurang
kenapa google meet saya kalau putar youtube di persentasi video macet,Kurang
Gabisa landscape euy tanpa rotasi otomatis,Kurang
Mari semua kita pindah ke zoom saja Aplikasi ini hanya membuat anda bodoh,Kurang
Kenapa tidak berfungsi padahal aplikasi lain bagus bagus aja,Kurang
"Mohon diperbaiki, google meet tidak bisa dibuka",Kurang
Gak bisa kedownload padahal penyimpanan saya masih cukup.,Kurang
"Kenapa susah join, udah join ngga bisa muncul wajah dan suara anggota rapat lain? selalu begitu kenapa? mohon segera dijawab",Kurang
Bagus tpi setiap metting keluar terus,Kurang
Saya tidak bisa melihat semua muka perserta di hp android saya,Kurang
Lebih enak gmeet di google lebih banyak fitur nya nih apk ga guna,Kurang
buat yang tau knp sih udah di download nih BaikBaik % pas 99 % harus instal ulang knp ya ？,Kurang
Lebih suka tampilan yg dulu Yang sekarang ribet. Nggak enak,Kurang
"Bersama kita kuat, mari hancurkan aplikasi beban",Kurang
Kamera tidak berfungsi,Kurang
Kenapa saat meminta masukan selalu keluar dari meetinng nya ah apps tlol,Kurang
Gabisa liat layar presentasi,Kurang
Saya sering keluar sendiri kalok ngehidupin kamera,Kurang
"Ga bisa masuk, malah keluar mulu",Kurang
"aplikasi nya gabisa masuk meeting Failed join the meeting trus padahal mau ada tugas sekolah,auh ah pusing gua",Kurang
Video nya masih nge lag,Kurang
"Kenapa tiap saya log in malah keluar otomatis padahal gk pencet apa""",Kurang
Bikin hp jadi panassssssssssss banggeettttt dan boros baterai,Kurang
Kok lemot banget pas didownload sih,Kurang
Kenapa google meet saya tiba-tiba jadi bahasa korea yah?,Kurang
Kok meet nya gak bisa kedownload padahal saya butuh bangat buat belajar kok gak bisa kedownload sih,Kurang
"APLIKASI ANEH, SAYA TIDAK BISA MEMBUKANYA DAN TIDAK BISA MENGIKUTI PEMBELAJARAN JARAK JAUH !!!",Kurang
Kalo di update kameranya gak bisa,Kurang
Gak bisa bagikan layar,Kurang
Setelah di update semakin susah untuk hp.,Kurang
Tidak tau kenapa selalu tidak bisa bergabung di apk ini,Kurang
Gara gara apk ini bug sinyal hadehhhh,Kurang
Saya donwlod kok gak bisa ya tolong di perbaiki🙏🙏🙏,Kurang
Aplikasi gak berguna bikin tugas sekolah nambah,Kurang
Maaf...versi yg saya download kok dalam bahasa arab?...Saya tidak bisa menggunakannya,Kurang
Fiturnya menjadi lebih susah untuk digunakan,Kurang
Ini kalau kita join ko gak bisa tolong dong diperbaiki Karna udh pencet link tetap gak bisa,Kurang
Tidak bisa di buka. Apk yg tidak bisa di harapkan !!!!,Kurang
Setelah di update kok bermasalah ya?,Kurang
Jeeeeeeeeeelek aku jadi telat zoom di sekolah kenp sih harus pk apl ini gak yang lain ke gak kebagian belajar deh kesellllllllll,Kurang
Aplikasinya sering keluar sendiri ketika digunakan,Kurang
Kenapa saya gak bisa make google meetnya!?!?!? Tpi kenapa yang lain bisa!???!?!?!!!!!!! Tolong di perbaiki,Kurang
Tolong apk nya di betulkan karena saya sudah muak! Dengan apk ini setiap hari ngeleg² trs!!!!,Kurang
Untuk pembuat meet mohon perbaiki mic agar lancar saat meet itu aja semoga di benerin,Kurang
"Aplikasi ini bagus, tapi playstore nya jelek",Kurang
Bisa sih di instal soalnya buat sekolah plissss,Kurang
Aplikasinya bagus tapi karna saya suka Kurang bintang jadi saya kasih bintang Kurang aja,Kurang
Kok bahasa arab yak? Ga ada pengaturan bahasa jg🤔,Kurang
"Gabisa dibuka di apknya, selalu keluar sndri stiap dibuka",Kurang
Aplikasinya kurang bagus karena susah di Dowlotsd,Kurang
Jaringan bagus tp ga kesambung,Kurang
Jelek bgt google meet ny. Guru saya buka kamera tp di hp saya gk ad ap ap.,Kurang
"Sangat buruk, gak bisa masuk room",Kurang
Aplikasi jelek masa jaringan bagus saya download hanya mutar2,Kurang
"Aplikasi goblok,survey nya ke tai,masa selesai survey kasih bintang Kurang sampe Baik tetep aja kluar sendiri,gk jelas nih. BANGS*T",Kurang
Gmeet makin lama di gunakan mb nya makin besar dari Kurang0 mb sampai 400 an mb blh beri tahu sy itu knp??,Kurang
Ini kenapa ya gabisa d buka? Saya mau kuliah online loh. Tolong ya perbaiki,Kurang
setiap masik keluar lagi setiap masuk keluar lagi,Kurang
"Parahhh banget Google meetnya gk bisa masuk dritdi ini pdhal ada hal penting, harusnya kalau udh di perbarui makin baik bukannya buruk",Kurang
"Kenapa keluar Teruss Saya Jadi Gak enak sama Guru saya,perbaiki Tolong Terimakasih",Kurang
Sering keluar masuk tanpa sebab dan minta beri rating teruss...apk menyusahkan orang,Kurang
Klo bagus baru nanti d tambahin skrg br mau donlot,Kurang
kenapa kalo mau buka google meet gak bisa? malah balk lagi ke home.,Kurang
Keluar mulu gak bisa masuk,Kurang
Terimakasih karena setelah saya update rupanya saya malah tambah tidak bisa masuk meeting sehingga saya kena marah guru guru dan saya ketinggalan pelajaran. Terimakasih telah menyulitkan hidup saya,Kurang
Enghak ada fiturnya saya donwlod munculnya malah tipe yg lama,Kurang
keluar malah bahasa thailanddd. zzzz,Kurang
Woy ge mau miting jangan lah beri reting terus menerus kan. Gw udh lasih reting nya,Kurang
Apk nya ndk bisa masuk udah di coba brp kali tetap ndk bisa,Kurang
Gak bisa di donwload padahal paketan saya masih 7gb,Kurang
Gak bagus sekali buka paket/kota langsung habis,Kurang
Ini knpa saat sya mau gamet tapi muter muter mulu padahal hari ini saya gmet tapi malah muter aku tunggu sape 2jm selesai dah gmet ny😡😡😡,Kurang
Ini aplikasi aneh banget massa mau masuk harus izin dulu kalau g kenal sama anak murid nya kan ga di izinin,Kurang
"Punya ku gak isoh join join, sinyal 4G, gak bisa join kan asem",Kurang
Aku kasih bintang satu..karna aku gak denger waktu di absen sama guru pas belajar onlen..,Kurang
Tolong di perbaiki lagi aplikasinya,Kurang
Mohon maap saya punya keluhan kok apk nya gak bisa di buka ya kek nolak gitu,Kurang
Kenapa baru download kok settingan nya hangul 😂,Kurang
Yang punya meet benerin napa lagi meet keluar keluar mulu benerin,Kurang
Apk nya gk bisa di buka Tolong di kasih caranya yah,Kurang
Tambahkan menu ganti backround untuk android,Kurang
Mic sama kamera mati gak bisa di gunakan,Kurang
"Nutup sendiri di Android Baik.Kurang saya... Sedih saya anak ga bisa ikut belajar. Masa keluar duit lagi gara"" ga support.... Hayo Kembali Sekolah",Kurang
"Apl ini jelek banget sihhhhh...kok pas aku lg meeting di tengah² ak lg bicara sering keputus trs keluar sendiri, emangnya kesetanan apa sih apl ini!!!!!!!!!!! Pdhl udh aku update looooh!!!!!!! Dasar apl bajingan!!!!!! Perbaiki dulu somplak!!!!!!",Kurang
Kok saya bhs arab ya.. mana tau saya. Udh install ulang berkali2.,Kurang
Aplikasi ny di hapus aja ya dari pada sklh onlen tapi masi o'on² juga🙂,Kurang
masak udah klik link tapi gabisa join. eror mulu,Kurang
Kadang suka berhenti sendiri,Kurang
Kalo mau meet pasti keluar dan saya uinstal lalu instal lagi tetap sama saja itu kenapa ya,Kurang
"Apkny jelek bngtt,gara² ini kuota ku cepet habis karna di pke setiap hari cba dong bikin jdi offline biar enak",Kurang
Knp ketika saya download langsung berbahasa arab isi nya? Seting d akun google nya sudah bahasa indo..,Kurang
Suara Putus2 gambar pecah. Dan mandeg2. Sinyal 4g 3balok.mosok gitu sih,Kurang
Mengapa saat saya ingin masuk meet selalu keluar? Sebelumnya saya bisa masuk ke aplikasi,Kurang
"Ini apk udah banyak makan paket,sering eror",Kurang
Weh google meet kenapa pas gua mau masuk pelajaran layar nya hitam loading nya lama balikin google meet yang dulu,Kurang
"Ga jelas, lama bet gabungnya padahal jaringan bagus",Kurang
Tidak bisa Masuk muter terus,Kurang
Apk nya jlk kita gk bsa msk keluar bae,Kurang
Tidak bisa mengganti background di hp,Kurang
Jadi jelek posisi layarnya :(,Kurang
"Suaranya gk bs di hidupkan, gk tahu kenapa",Kurang
Setelah diupdate tampilan jadi jelek,Kurang
app nya kenapa error ya,Kurang
"Maaf, mic suka mati jadi dianggap ga hadir🙏",Kurang
Kok ketika oncame suka keluar sendiri,Kurang
Gak ush make ni make aplikasi laenn aj kayak zoom gak ribet,Kurang
Kenapa di hp saya tidak ada fitur mengganti latarbelakang?? ☺️🙏,Kurang
Lemot banget ya allah kalo huka lewat browser,Kurang
Lama amat ini gabung nya ini bukan masalah dari internet nya tolong ya Google meet nya di perbaik ki,Kurang
🙄gimana cara membuat rapat tidak ada tombolnya 😤😡,Kurang
Tolong dengan sangat apk ini dihapus agar saya tidak ada pelajaran sekolah,Kurang
App sampah dah makan kuota boros keluar keluar sendiri pulok,Kurang
"Kok malah di bilang "" sayangnya,meet sudah berhenti sihhhhhhhhhh-_",Kurang
"Gabisa woi,muter-muter tros walaupun jringnx bagossss elekkkk bgt dii niii😐.",Kurang
Semakin hari kok semakin jelek yha aplikasinya,Kurang
Kenapa sih hrus meminta persetujuan masuk room kan udah ada kodenya tinggal langsung masuk ngga usah pake persetujuan host ribet dosennya gamau acc katanya mager,Kurang
Assalamu'alaikum tolong plis Kok pas saya masuk langsung keluar tolong diperbaiki lagi ya🙏🙏🙏,Kurang
Tai lahk apk nya suka keluar sendiri woi!!!,Kurang
Kenapa saya tidak bisa join rapat? Dan kenapa tiba tiba keluar dari rapat?,Kurang
kenapa kok ga bisa masuk ke apk nya?,Kurang
Kamera nya hitam gelap padahal sudah di tempat terang,Kurang
Butuh kuota nya gede pake banget padahal suka putus²,Kurang
"Apl gk guna, banyak bug nya!!!!!!!",Kurang
Tolong pihak developer Beri pilihan resolusi Karena sangat boros kouta,Kurang
awalnya bintang Baik karna sebelum ini bagus. mohon ubah kebijakan ke yg lama. tq,Kurang
Gambar nyaa beda dgn yg aslinya 😒🔪,Kurang
"aplikasinya jelek, tiba² tugas banyak betul",Kurang
knapa gak bisa masuk ke meet ya ayo dong di perbaikin masalahnya biar aku kasih Baik bintang,Kurang
"Keluar"" terus tolong dong yang bener buat apk ny",Kurang
Sering keluar-keluar mulu. Ga friendly sama hp kentank:(,Kurang
Kok gak bisa di dowload padahal HP gua ram nya 4gb,Kurang
gabisa dibuka sama sekali lngsng keluar,Kurang
"Maaf ini google meet nya knp ya, ga bisa dibuka🙏tolong segera perbaikki karena dengan ini sy tdk bisa belajar daring terimakasih",Kurang
saya beri rating Baik kalo saya disediakan fitur zoom dengan jeno,Kurang
Kok sata selalu keluar sendiri si dari apk nya,Kurang
Saya donlot google meet yang pertama cepat pas mengistal lama banget aku donlod dari jam 7 sampai jam Kurang0 belum selesai juga masaalloh istipar ko 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,Kurang
Kembalikan tampilannya kyak dulu dong,Kurang
Kenapa gx aplikasi yg lama aja..sih yg ini tu jlk aplikasi nya ..enak yg lama😕,Kurang
"Berkat aplikasi ini aku bisa sekolah onlen, terimakasih garena",Kurang
Tolong hapus aplikasi ini dari dunia agar tida bisa sekolah online lagi :((((,Kurang
Google meet ini sangat buruk saya sudah coba coba terus kok gak bisa di buka tolong perbaiki soal nya besok aku mau sekolah online plis Perbaiki sekarang kalo tidak di Perbaiki aku gak bisa ikut sekolah online tolong perbaiki sekarang plis😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭aku sangat kecewa,Kurang
"Lumayan ribet, uninstal aja",Kurang
Ini tolong di jawab ya saya sudah masuk link meet tapi kok tidak bisa masuk masuk !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Kurang
Kenapa setiap masuk google seluar keluar sendiri? Kan saya jadi tidak bisa ikut belajar,Kurang
Payah ga bisa di buka eror lagi ada kepentingan malah ga bisa di buka,Kurang
"Jelek, versi sekarang, rumit, lebih baik versi sebelumnya.",Kurang
Tolong kenapa aplikasi nya sering keluar sendiri,Kurang
Terimakasih karna ada apk ini jdi tiap hari harus belajar,Kurang
"ini kenapa ko kamera google meet sy mleyot si😭 kek penyet gtu njirr , tolong dong ini gmn... mau on cam jd ga pede krn kamera ny penyot😖💔",Kurang
semakin di update malah makin jelek,Kurang
Tidak bisa dibuka. Tolong diperbaiki segera,Kurang
Apk ny tolong di benarin min masa gk bisa masuk :),Kurang
Pas aku download kok jadi bahasa arab gimana caranya ubah jadi bahasa indonesia,Kurang
Kembalikan versi yang lama !!!!,Kurang
Aplikasi ini bahasanya gak bisa di ubah,Kurang
"Hp aku ngga bisa, tapi buat zelain zoom okr",Kurang
Pas aku sudah download google meet ini kurang bagus e langsung keluar kenapa ya🤣🇲🇨?,Kurang
Setelah update gak bisa virtual background 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,Kurang
Gratis kan aplikasi untuk pelajar/mahasiswa,Kurang
"Kensepnya ug sekrang jelek, lebih bagus yg sebelumnya",Kurang
Sangat tidak penting . Saya hanya petani karet,Kurang
Di upgrade malah kamera ku ga bisa nyala,Kurang
"meet saya jika digunakan tidak bisa untuk voice maupun suara, bagaimana ini?",Kurang
Knp dikamera sKurang0+ kameranya ngezoom banget ya:(,Kurang
apk ini bikn terlalu makan banyak paket jadi malas belajar online,Kurang
"Aplikasi bagus, tapi ada orang frik yang menghancurkan pandangan saya terhadap apl.",Kurang
"Karena aplikasi ini, saya tidak bisa main free fire sama teman teman. Jadi saya harus Sekolah pakai aplikasi ini😓",Kurang
"Kenapa aplikasi tidak bisa diginakan? Tolonglah kasih petunjuk, soalnya udah 3 kali saya instal",Kurang
Jelek bgt keluar mulu. Dan sekarang ga bisa dibuka,Kurang
Banyak bug ngelag mulu,Kurang
kenapa saya lagi rapat tiba tiba di suruh rating tolong di perbaiki,Kurang
"Gegara ini paket gw banyak habis!!! Guru ga ngotak emang sehari bisa sampe 4x pake google meet, tolong guru jangan sering sering!!!!",Kurang
Saya udah update kok malah jadi kembali kembali gitu ya tolong lah pihak google meet.biar bisa kembali semula lagi.,Kurang
Tombol untuk memulai rapat tidak ada,Kurang
Download nya susah banget sh padahal sinyal aku bagus tapi kok masih tertunda,Kurang
Kenapa saya baru mau buat meeting masuk langsung keluar sendiri? Ngga bisa di dipake 😐,Kurang
Keluar terus masuk terus,Kurang
Kok Saya Gak bisa pakai meet ya? Dari tadi saya sudah masukan kode meeting tapi tulisannya *No such Meeting* padahal meeting nya udh dari tadi.,Kurang
"Sy dr kemarin gk bisa2 download google Meet nya,,gk tau knp loading terus gk download2..",Kurang
Tidak bisa di buka di LG K220Dsz setelah update baru,Kurang
Tolong ya bug nya di benerin aja,Kurang
aplikasi tidak dapat diakses,Kurang
Sinyal saya padahal bagus tapi gk bisa masuk room,Kurang
"Aku ngak suka banget Sama aplikasinya,karna ngak bisa masuk ke meet grubnya",Kurang
katanya cuma Kurang0 mb kenapa pas saya download harus kosongkan penyimpanan sebesar 3Baik0 mb,Kurang
Sangat tidak worth🙏 Masa iya pagi buta para guru udah nyuruh g.meet aja😡😡 Mana ga masuk g.meet dianggal alfa😡😡😡 Mohon dihapus saja apk tidak berguna ini😡🗿,Kurang
Kenapa saya sdh instal malah hilang lagi ini kenapa ..... . Plis donk jangan buat aku pusing,Kurang
Kenapa google meet nya gak bisa di buka? saya udah 3 kali download ulang tetap gak bisa,Kurang
Google gimana sih masa terus berhenti padahal saya lagi pelajaran online tolong dong,Kurang
Aplikasi jelek karena ga sengaja on mic waktu sarapan,Kurang
Sangat jelek gmeet yang terbaru ini... Nyesel ke update gegara wifi...,Kurang
"brooo, pilih kasih amat yak masa di HP Xiaomi sama redmi kaga bisa pasang background google meet dah tulung broo tulung",Kurang
"Kenapa tiba"" sayangnya meet telah berhenti? Kenapa ya?",Kurang
Aplikasi apa ni tdk bisa masuk room hapus saja dari Play Stor ngaguna,Kurang
G meet bugnya gak ngotak gw mau belajar ga bisa,Kurang
Udah download berkalikali masih tidak bisa,Kurang
Karna app ini synharus sering bangun pagi untuk daring,Kurang
Fitur Ini Tidak Lengkap Seperti Zoom,Kurang
punya saya gak bisa buka link mert ama apknya,Kurang
Kenapa gak bisa di dounload ya pusing deh kuotanya mah banyak tapi lama kena yang tahu boleh jawab disini juga,Kurang
Suka tiba tiba keluar sendiri jelek banget si,Kurang
Tidak bisa di gunakan....jelek parah...nyesal sdh download..👎👎👎,Kurang
apakah ini bisa di tambah kan vitur muka guru ya bisa hilang da ga ada suara ya karna saya cape lihat muka guru saya sama suara ya,Kurang
Apaansi kamerany ko jd burik bgt dah padahal dulu suka bgt sama kamera google meet,Kurang
Ini sudah di update kenapa dalam video terdapat peringatan disuruh update,Kurang
